KINVENT Physio 2.17.3,Devices: ,P126936 (FW 3.016),P126695 (FW 3.016)
Eyes Condition: ,Closed
Side: ,Left
Repetition:,1
Longitudinal Mean Cop Position (mm),-40.933
Lateral Mean Cop Position (mm),4.355
Longitudinal Standard Deviation (mm),10.014
Lateral Standard Deviation (mm),8.497
Ellipse Surface (mm²),1578.395
Total Displacement (mm),3799.898
Total Displacement AP (mm),2349.621
Total Displacement ML (mm),2568.208
Mean Velocity (mm/s),63.252
Mean Velocity AP (mm/s),39.111
Mean Velocity ML (mm/s),42.749
Longitudinal Amplitude (mm/s),59.808
Lateral Amplitude (mm/s),40.181
Amplitude Ratio,0.672
Phase Plane AP (mm),54.535
Phase Plane ML (mm),42.413
Max Distance AP (mm),74.865
Max Distance ML (mm),27.103
,Heel,Tip
Weight Distribution (%),64.0,36.0

,K-Plate Left,,,,,K-Plate Left,
Time (sec),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,AP COP (y),ML COP (x)
2.228100000023842,23.398085811583513,26.388516196844250,15.153310263356593,11.623524740885982,,0.6272,0.5308,
2.232100000023842,23.219513255307312,26.492010820776621,15.282590348193876,11.591004700241808,,0.6263,0.5328,
2.236100000023842,23.040274585421098,26.603038400970327,15.413925477176933,11.555270887018889,,0.6253,0.5350,
2.24,22.860138656190390,26.718836313196675,15.545402455870448,11.517900752949899,,0.6244,0.5372,
2.244,22.676264139994913,26.839123138321476,15.680424430714423,11.478842418540491,,0.6235,0.5394,
2.248,22.492344576058230,26.960721129881069,15.817832244669239,11.438867540372886,,0.6225,0.5417,
2.252,22.311023020317940,27.080521645957049,15.954627657271056,11.398283952056175,,0.6216,0.5439,
2.256,22.129638329034833,27.198644140901877,16.090859157354032,11.356272331509082,,0.6207,0.5461,
2.26,21.950572952586739,27.313384440102034,16.223915275264510,11.313888541406110,,0.6198,0.5483,
2.264,21.779116354657535,27.422393882351642,16.349838954856480,11.273273210032784,,0.6189,0.5504,
2.268,21.615139291777076,27.526345052408473,16.468903039934627,11.233910459118711,,0.6181,0.5524,
2.272,21.455268630950656,27.628848980901996,16.584598840790015,11.193561670119891,,0.6174,0.5544,
2.276,21.300114187878350,27.733314865198608,16.698327346034716,11.151313851500589,,0.6167,0.5563,
2.28,21.152028360901831,27.844628024264992,16.810227822568127,11.107410534849025,,0.6160,0.5582,
2.284,21.012287541901337,27.967364425010182,16.921133920371091,11.063319325511333,,0.6155,0.5601,
2.288,20.883391534830885,28.097090226688760,17.030041997670587,11.021835119472689,,0.6150,0.5620,
2.292,20.767424424841039,28.228987866912398,17.137835481882622,10.985393335380055,,0.6146,0.5638,
2.296,20.664642127054314,28.362817372887115,17.247287230013875,10.955319414949258,,0.6142,0.5654,
2.3,20.574112879672057,28.490932731232849,17.356312254370138,10.933534124266378,,0.6137,0.5670,
2.304,20.492813709289798,28.602444661651951,17.461627025235071,10.920113579968586,,0.6132,0.5683,
2.308,20.417609418119653,28.692878718899749,17.562410081080159,10.912107176690407,,0.6126,0.5695,
2.312,20.347883655030024,28.761409958222163,17.656219041553040,10.909305106122897,,0.6120,0.5705,
2.316,20.283804040889159,28.808116859955330,17.739873216659959,10.914290951657485,,0.6113,0.5713,
2.320100000023842,20.223705907381348,28.832393430851983,17.812960598179899,10.926554531506650,,0.6106,0.5720,
2.324100000023842,20.164549620146751,28.834150190915384,17.876250226549324,10.942341625819960,,0.6098,0.5724,
2.328100000023842,20.105739732703075,28.818058513489810,17.929432608729510,10.958287862819930,,0.6090,0.5728,
2.332100000023842,20.049696833080489,28.791542443649291,17.971591455961743,10.970451137943245,,0.6083,0.5731,
2.336100000023842,19.999385866414165,28.759822881882688,18.002682185442893,10.975838666367665,,0.6077,0.5734,
2.340100000023842,19.956456413683540,28.725108956094445,18.025225887638943,10.977114975772096,,0.6073,0.5736,
2.344100000023842,19.921959359665330,28.687498865318524,18.041216403837311,10.979535460122690,,0.6068,0.5737,
2.348100000023842,19.896675259968315,28.646975808795727,18.050419759922946,10.985726111026231,,0.6065,0.5736,
2.352100000023842,19.879130829385996,28.605143883384688,18.053241584427077,10.995121077834600,,0.6061,0.5735,
2.356100000023842,19.867919986892833,28.562593977073803,18.050488342878900,11.005460382003129,,0.6059,0.5734,
2.360100000023842,19.864654188089283,28.518922111628132,18.042646122770634,11.015572964715876,,0.6057,0.5732,
2.364100000023842,19.870957460652505,28.475334672719047,18.029810247993691,11.026067929336040,,0.6055,0.5728,
2.368100000023842,19.886386542253923,28.431688298812247,18.012038890783096,11.037715992159670,,0.6054,0.5725,
2.372100000023842,19.909948198222072,28.384724002709099,17.989532561435965,11.052159588953193,,0.6054,0.5720,
2.376100000023842,19.941111582894415,28.332265266573884,17.962179389409517,11.071244547551938,,0.6054,0.5714,
2.380100000023842,19.979233646773913,28.275621485420196,17.930920256979313,11.093824796291463,,0.6054,0.5707,
2.384100000023842,20.023029257280232,28.216200781907261,17.896032119142475,11.119044120294403,,0.6054,0.5700,
2.388100000023842,20.071840592186184,28.153564307370647,17.856352245552564,11.148281479354846,,0.6054,0.5692,
2.392100000023842,20.124973012631987,28.088011080552569,17.813079663655635,11.179411158879102,,0.6054,0.5683,
2.396100000023842,20.180523561342341,28.021427863981870,17.768213154962403,11.208000825813333,,0.6055,0.5674,
2.4,20.237704916653591,27.953605884395607,17.721806890997041,11.234104724153983,,0.6056,0.5665,
2.404,20.296424076702820,27.882926819078314,17.674464080519261,11.261374469397737,,0.6057,0.5656,
2.408,20.353697000386443,27.811833686468319,17.628530747609311,11.290649652394261,,0.6057,0.5647,
2.412,20.407429769747026,27.743242039571147,17.585376786448961,11.320082558183309,,0.6057,0.5638,
2.416,20.457645372097605,27.678362919290567,17.545255644152533,11.347972976967672,,0.6058,0.5629,
2.42,20.501491969768693,27.620803155669794,17.508442360714035,11.372542560566220,,0.6058,0.5622,
2.424,20.536413922076992,27.573640190821848,17.474787144970332,11.392162668971636,,0.6058,0.5616,
2.428,20.563486720618851,27.538024098888293,17.445739077589387,11.405227169491999,,0.6059,0.5611,
2.432,20.584128032188765,27.515697671367626,17.422332607314971,11.410895068177682,,0.6060,0.5608,
2.436,20.597759415674112,27.508560984506008,17.404402063553988,11.410175766038503,,0.6062,0.5606,
2.440100000023842,20.603705472933015,27.516961189040028,17.393511775493948,11.404699872253621,,0.6064,0.5606,
2.444100000023842,20.603726716137601,27.538413059266343,17.389819386885467,11.395032424950216,,0.6065,0.5607,
2.448100000023842,20.600450737003474,27.569011676091726,17.391161563353535,11.381631918974531,,0.6067,0.5609,
2.452100000023842,20.593702606321429,27.607599017405565,17.395998644070247,11.364777568991247,,0.6070,0.5612,
2.456100000023842,20.581978344896243,27.656105494108786,17.403371972212042,11.344004162334329,,0.6072,0.5616,
2.460100000023842,20.566147667748659,27.713506145855220,17.412289126323049,11.320308312224256,,0.6075,0.5621,
2.464100000023842,20.547345469910113,27.775183106318767,17.422664208794583,11.294180503078161,,0.6078,0.5626,
2.468100000023842,20.525518997224946,27.838432369598618,17.435095088509698,11.264061290256370,,0.6080,0.5632,
2.472100000023842,20.500620606971680,27.903240800031572,17.449958088261837,11.229941897470539,,0.6083,0.5638,
2.476100000023842,20.471105661380999,27.970235309806071,17.466332178905660,11.192617907094352,,0.6086,0.5645,
2.480100000023842,20.435534962640318,28.039533619043368,17.483255340224936,11.152005406749115,,0.6089,0.5653,
2.484100000023842,20.394938000731024,28.110200293558663,17.501583630401541,11.107649208811821,,0.6092,0.5661,
2.488100000023842,20.349794844055115,28.181159402987014,17.520400866406973,11.059594163775277,,0.6095,0.5670,
2.492100000023842,20.299999913974666,28.252999685596063,17.536642453332739,11.008714080267705,,0.6099,0.5679,
2.496100000023842,20.246569855484349,28.327657764108388,17.549529541617389,10.955094440225547,,0.6102,0.5688,
2.500100000023842,20.190597197726653,28.405837790089510,17.559842102743122,10.898759686679215,,0.6107,0.5697,
2.504100000023842,20.132317428775650,28.489330758070160,17.567626827812212,10.838749060496756,,0.6111,0.5708,
2.508100000023842,20.072560771431831,28.582049277936701,17.573489350091975,10.773302460787260,,0.6117,0.5718,
2.512100000023842,20.014824136138010,28.684437995562757,17.578562061347313,10.702727030344038,,0.6123,0.5730,
2.516100000023842,19.961063467972529,28.795427535582956,17.583343110380977,10.627179373232796,,0.6130,0.5741,
2.52,19.910444184206771,28.915150055416895,17.586787739834129,10.547161462436232,,0.6138,0.5753,
2.524,19.863042420378193,29.040738282374804,17.586548130041876,10.466149411326892,,0.6147,0.5765,
2.528,19.818958837267353,29.167548891900701,17.582560268245274,10.388254051615473,,0.6156,0.5777,
2.532,19.779057016619717,29.296363455814667,17.575928275887513,10.313974511160687,,0.6165,0.5788,
2.536,19.745317091796377,29.430514717946078,17.566008688340659,10.240295582951681,,0.6175,0.5798,
2.54,19.717286159938666,29.566838296497767,17.552919086328977,10.165784947331508,,0.6186,0.5809,
2.544,19.692239233817268,29.704249084447632,17.536851968401933,10.090361766783705,,0.6197,0.5819,
2.548,19.669150752715201,29.844937968626784,17.517040482005477,10.014062330032862,,0.6208,0.5829,
2.552,19.649025313051091,29.983205991297858,17.493822012669497,9.938834353445163,,0.6220,0.5839,
2.556,19.631245263731550,30.115519461493896,17.468045483418507,9.865968702681378,,0.6231,0.5848,
2.56,19.613430326199854,30.244469542685096,17.441912401276081,9.796722513198649,,0.6242,0.5856,
2.564,19.594605855279671,30.368006927619355,17.419730709411439,9.735381160563021,,0.6252,0.5865,
2.568,19.575720382643350,30.481838436518082,17.405779817923936,9.684207146904264,,0.6261,0.5872,
2.572,19.556359823065755,30.584159333209687,17.404547508535682,9.642822532726775,,0.6267,0.5879,
2.576,19.534491701273460,30.673998397581975,17.419112947814916,9.611327805876449,,0.6271,0.5886,
2.58,19.509249769909545,30.750363217882807,17.447173725912144,9.586715157890403,,0.6272,0.5893,
2.584,19.479771374825066,30.814091792767805,17.483772113948838,9.566821181101972,,0.6272,0.5899,
2.588,19.445709176312342,30.867599706002174,17.526156857889667,9.553198126069299,,0.6271,0.5905,
2.592,19.409897399154445,30.913074395248408,17.572854560229260,9.544584294863471,,0.6269,0.5911,
2.596,19.376421613001241,30.954901020211697,17.623020515954920,9.540031795899303,,0.6266,0.5917,
2.6001000000238417,19.347750613920930,30.998161103168822,17.676713692615621,9.541308908470818,,0.6263,0.5922,
2.6041000000238417,19.323987089683694,31.044493315742905,17.733132116120316,9.547761740433236,,0.6259,0.5926,
2.6081000000238417,19.301916263534416,31.092216208769564,17.791555667035666,9.558289585886628,,0.6255,0.5930,
2.6121000000238417,19.278442679711993,31.136666805652556,17.851771431234425,9.572775126130679,,0.6251,0.5935,
2.6161000000238417,19.254357183369713,31.172910320525254,17.911450716343239,9.589568927296554,,0.6246,0.5938,
2.6201000000238417,19.229268439184942,31.199039377688180,17.967288569497200,9.606253792103772,,0.6241,0.5942,
2.6241000000238417,19.200219407203896,31.213392641857748,18.020231969481905,9.621428766955699,,0.6235,0.5945,
2.6281000000238417,19.165829767707613,31.213502862497876,18.073078017980677,9.635196961684125,,0.6229,0.5948,
2.6321000000238417,19.126782251139939,31.200741835872329,18.124650908615237,9.649075516262922,,0.6223,0.5951,
2.6361000000238417,19.084470488245270,31.179810901010555,18.174197265113094,9.664812789440330,,0.6216,0.5953,
2.6401000000238417,19.040143543355722,31.153544979236418,18.224228777244804,9.684098154892009,,0.6208,0.5955,
2.6441000000238417,18.993939015316897,31.121631243099038,18.276488076732718,9.707816930567386,,0.6200,0.5957,
2.6481000000238417,18.943739634252530,31.082058080826499,18.332326077803657,9.733306027096724,,0.6191,0.5959,
2.6521000000238417,18.888498466921796,31.034907238466118,18.392529922253615,9.756286776352177,,0.6181,0.5962,
2.6561000000238417,18.830905415752348,30.984200644911684,18.453665198840056,9.774902748672801,,0.6171,0.5964,
2.6601000000238417,18.774328392676409,30.933862936044687,18.511674535097185,9.789572660005213,,0.6162,0.5967,
2.6641000000238417,18.720034152446466,30.885463746238205,18.566834281228115,9.802265285136688,,0.6153,0.5970,
2.6681000000238417,18.666511660541889,30.838305469699492,18.621068238871572,9.815618292025512,,0.6145,0.5972,
2.6721000000238417,18.611247684037473,30.791653412574025,18.674651235875054,9.830270804070365,,0.6136,0.5975,
2.6761000000238417,18.554172391770379,30.745605202728346,18.727992956752097,9.846247163413857,,0.6127,0.5978,
2.68,18.497441724590303,30.699686928945596,18.782709672430016,9.865342171250980,,0.6118,0.5980,
2.684,18.442108920577734,30.654122399926852,18.838886751057302,9.888729385878648,,0.6108,0.5982,
2.688,18.388558011326680,30.607647908155453,18.895791804196559,9.915540778547449,,0.6098,0.5984,
2.692,18.337751899667467,30.557192197876500,18.952332631035887,9.944202957406347,,0.6088,0.5986,
2.696,18.289746608390793,30.502410618614380,19.005476211111464,9.972894678970281,,0.6079,0.5987,
2.7,18.244701640310225,30.444965906296101,19.053212644304551,9.999139198168008,,0.6070,0.5988,
2.704,18.203227126654841,30.385170323669453,19.096994820883012,10.023428136814797,,0.6061,0.5988,
2.708,18.164631868089881,30.323535329699634,19.139563996540659,10.049959118827319,,0.6052,0.5988,
2.712,18.128904459920982,30.263035691607527,19.180593711569475,10.079662085893265,,0.6043,0.5988,
2.716,18.098419170354365,30.203435961985996,19.216618704023354,10.109838194218064,,0.6035,0.5987,
2.720100000023842,18.074270056128537,30.141089062716283,19.245394606290617,10.138556586443350,,0.6028,0.5986,
2.724100000023842,18.055135658534578,30.076253962666382,19.266826502123415,10.165096154199317,,0.6021,0.5984,
2.728100000023842,18.041476960261669,30.007714328314581,19.280123041069430,10.190672516203868,,0.6015,0.5981,
2.732100000023842,18.035125649223133,29.931154940169680,19.284059654788450,10.217753335938205,,0.6009,0.5978,
2.736100000023842,18.036818671813855,29.847392998246164,19.280065153047595,10.247340545320849,,0.6004,0.5973,
2.740100000023842,18.046184561868458,29.760311247312629,19.270330272921555,10.279000018388260,,0.5999,0.5967,
2.744100000023842,18.062790138694098,29.672298211518353,19.256260093250660,10.313048655041101,,0.5995,0.5960,
2.748100000023842,18.085971330427448,29.583977403443502,19.239357631867932,10.350791528261018,,0.5991,0.5953,
2.752100000023842,18.112455811365336,29.496168249450243,19.221384088275723,10.391702002052803,,0.5987,0.5946,
2.756100000023842,18.139831230726500,29.408719346623116,19.205272444713785,10.434204868300320,,0.5982,0.5938,
2.760100000023842,18.168504667371266,29.319933359862944,19.192457531784548,10.478308644327075,,0.5978,0.5930,
2.764100000023842,18.198303444626138,29.231640421307219,19.180243486391831,10.523368862038430,,0.5973,0.5922,
2.768100000023842,18.230050351513931,29.145464265006417,19.165622241870921,10.568031040389052,,0.5969,0.5914,
2.772100000023842,18.265388698481992,29.060980957938934,19.148850632656028,10.612325304051371,,0.5965,0.5906,
2.776100000023842,18.304280372291441,28.981183081469950,19.131673203992307,10.655443116156174,,0.5961,0.5898,
2.780100000023842,18.347709681994957,28.907469177041804,19.114617420196407,10.695895739941626,,0.5958,0.5890,
2.784100000023842,18.397317225755607,28.837205964872243,19.097730211819339,10.734269012468982,,0.5956,0.5881,
2.788100000023842,18.451691672813421,28.769519071451828,19.081895741270213,10.772603533467706,,0.5954,0.5873,
2.792100000023842,18.507253604713789,28.704729755806994,19.067931721423527,10.812664249460035,,0.5952,0.5865,
2.796100000023842,18.562003057564517,28.640820634853529,19.054958275766218,10.855848464403008,,0.5949,0.5856,
2.8,18.617038852390372,28.575185645913546,19.040430168706468,10.903450019911132,,0.5947,0.5847,
2.804,18.674567310423079,28.507175757919534,19.023195237802199,10.954977180979427,,0.5944,0.5838,
2.808,18.739856931974174,28.433934814634497,19.002487405388472,11.011516039369162,,0.5941,0.5828,
2.812,18.818937881781871,28.350734853685974,18.975219056277769,11.077125446521510,,0.5939,0.5815,
2.816,18.911274368979477,28.256302377295444,18.939324871301384,11.152433060518074,,0.5936,0.5801,
2.82,19.020928069142911,28.148377278703112,18.891975758513347,11.237151175854613,,0.5933,0.5784,
2.824,19.158178908789356,28.022729821527367,18.827130449957483,11.333624215538277,,0.5932,0.5764,
2.828,19.322580776437864,27.879589502444276,18.742745922342593,11.442123763701575,,0.5931,0.5740,
2.832,19.507918794126240,27.722139603803846,18.641720291093449,11.560528502096432,,0.5931,0.5714,
2.836,19.718361872488472,27.546290742797360,18.521062661122691,11.688204630746370,,0.5932,0.5684,
2.84,19.962768521823598,27.344177198025466,18.374389014247832,11.825268962801479,,0.5935,0.5649,
2.844,20.235624145502662,27.119980642208059,18.207408958586427,11.970124066244198,,0.5938,0.5611,
2.848,20.527744882471087,26.878551085949535,18.031086865647900,12.126221645180319,,0.5942,0.5571,
2.852,20.837406199931227,26.616824863766759,17.851036059389905,12.299627098802180,,0.5944,0.5527,
2.856,21.155247336223212,26.338904644536605,17.672321955728634,12.486871012083483,,0.5945,0.5482,
2.86,21.472957765003159,26.049124523268219,17.497445655419583,12.683379310650119,,0.5945,0.5437,
2.864,21.789742521169629,25.746736763977456,17.326525355427602,12.888106926811655,,0.5943,0.5390,
2.868,22.097172757729020,25.440404295917922,17.163416359884977,13.094990528688728,,0.5940,0.5344,
2.872,22.383729112000381,25.143589390947184,17.013825322887293,13.295342198233069,,0.5937,0.5301,
2.876,22.647592357333920,24.859077682637885,16.877182611448877,13.486136018410496,,0.5932,0.5260,
2.880100000023842,22.893410860847396,24.582995432048694,16.747228516204910,13.670452592275918,,0.5927,0.5221,
2.884100000023842,23.122532687846864,24.317889391788064,16.622896325663156,13.848997998531040,,0.5922,0.5184,
2.888100000023842,23.338181279459185,24.065708153089901,16.504851235395627,14.020993505628036,,0.5917,0.5149,
2.892100000023842,23.547136848392192,23.822869442758076,16.390511971925612,14.186767329760952,,0.5912,0.5115,
2.896100000023842,23.748304928213443,23.590513621784801,16.281535541265605,14.343408572024604,,0.5908,0.5082,
2.900100000023842,23.939520498746091,23.370921357385186,16.181084262594524,14.491855930767779,,0.5903,0.5052,
2.904100000023842,24.122216098903856,23.164204610331357,16.089254419185295,14.637823862329087,,0.5899,0.5023,
2.908100000023842,24.292634196993205,22.970869525532255,16.006177391280872,14.780427802783844,,0.5894,0.4996,
2.912100000023842,24.446717967434985,22.788423340693058,15.932221940735573,14.914473086126812,,0.5889,0.4970,
2.916100000023842,24.584896391851132,22.610104576122648,15.866427954742830,15.039159697714144,,0.5883,0.4947,
2.920100000023842,24.707648328855548,22.429318521957157,15.807213178598683,15.156950602733087,,0.5877,0.4925,
2.924100000023842,24.814325881980935,22.246711515837127,15.754192670208187,15.268418447515756,,0.5870,0.4904,
2.928100000023842,24.904098875311057,22.064691870943197,15.706576229270206,15.374690114008963,,0.5862,0.4884,
2.932100000023842,24.975956014290965,21.882503144638044,15.662453274382578,15.476684910289904,,0.5853,0.4865,
2.936100000023842,25.029405071696949,21.703006583869360,15.621364916930705,15.570968400245841,,0.5844,0.4848,
2.940100000023842,25.064156951243000,21.527184061050640,15.584666007674345,15.657516360807689,,0.5835,0.4832,
2.944100000023842,25.079988751553991,21.352171695064353,15.554960953749243,15.740776165542471,,0.5825,0.4818,
2.948100000023842,25.077962882309919,21.181636124357027,15.534092838308093,15.820917435494394,,0.5813,0.4805,
2.952100000023842,25.058359336584509,21.019401935458291,15.520633771582084,15.895438998163845,,0.5801,0.4794,
2.956100000023842,25.021984468533574,20.865212434044970,15.512294224198039,15.963984016622826,,0.5789,0.4785,
2.96,24.973181752649101,20.722678536294701,15.510078786736310,16.026193895129602,,0.5776,0.4777,
2.964,24.916020848503830,20.595509023030441,15.515968972555623,16.079819515722427,,0.5764,0.4771,
2.968,24.852517546629350,20.483435338464425,15.529425368762809,16.124015789799110,,0.5752,0.4767,
2.972,24.784191442217612,20.385531998753791,15.548061886626558,16.160915965763209,,0.5741,0.4765,
2.976,24.712399736259030,20.301967055951117,15.569473505981577,16.193512579965816,,0.5731,0.4763,
2.98,24.638601345454020,20.231195236959117,15.593143261809233,16.222674595500862,,0.5721,0.4763,
2.984,24.563871111193635,20.169833174216198,15.619541696904411,16.246886956568265,,0.5711,0.4763,
2.988,24.488683297449693,20.117276363715881,15.648879559110405,16.264679268116879,,0.5702,0.4765,
2.992,24.412580649366895,20.073919385629196,15.683034974345563,16.274689510830122,,0.5694,0.4767,
2.996,24.334469986526063,20.038635314874877,15.723973666586954,16.276682964213443,,0.5686,0.4771,
3,24.254217274041622,20.010683399085323,15.769803856555100,16.271722903165575,,0.5678,0.4775,
3.004,24.173118495901047,19.990201625224174,15.816841950963738,16.260609442412207,,0.5671,0.4781,
3.008,24.091328561025218,19.979261378515272,15.863731596442898,16.243693237448205,,0.5665,0.4787,
3.012,24.008423195032790,19.981560300227201,15.910829346769802,16.220504239535266,,0.5660,0.4794,
3.016,23.927998263317249,19.999495138532374,15.957571155827507,16.190985458365212,,0.5656,0.4802,
3.02,23.854529646580076,20.036100082184980,16.004467437554503,16.155973355041979,,0.5653,0.4811,
3.024,23.790064447941116,20.095397469109038,16.054204074643451,16.116025985786347,,0.5652,0.4822,
3.028,23.736088879734247,20.176169477101922,16.107208596265146,16.072898617973571,,0.5653,0.4833,
3.032,23.693193442129395,20.273174946640260,16.162985202118087,16.030853511110571,,0.5654,0.4844,
3.036,23.660872453526554,20.381093799404233,16.222304342289043,15.993903152907439,,0.5657,0.4855,
3.040100000023842,23.638206177457619,20.493067548684792,16.283193674404515,15.963726670453052,,0.5659,0.4866,
3.044100000023842,23.625224552262278,20.601802880694468,16.341850205375028,15.941302306925330,,0.5661,0.4876,
3.048100000023842,23.621927674759469,20.702861820432627,16.395781376911394,15.926658508126067,,0.5663,0.4885,
3.052100000023842,23.626239827111299,20.794598799536367,16.443810605035537,15.918578674623848,,0.5665,0.4891,
3.056100000023842,23.636282319214601,20.875039705302719,16.485580693347480,15.916168483417161,,0.5667,0.4897,
3.0601000000238416,23.652838221152994,20.940990448920260,16.519231134649267,15.918392627135390,,0.5668,0.4901,
3.0641000000238416,23.676807618595554,20.988961318800911,16.542118855382679,15.924406304918648,,0.5670,0.4903,
3.0681000000238416,23.705516298749462,21.017945498000692,16.554694330974669,15.934249545341023,,0.5671,0.4903,
3.0721000000238416,23.736088566607926,21.031049501633596,16.557890234296913,15.948792963830849,,0.5672,0.4902,
3.0761000000238417,23.768689055214391,21.031479745786474,16.551282322246120,15.968549481715339,,0.5672,0.4899,
3.08,23.803007129018269,21.020437008580451,16.537166382547035,15.991392796691127,,0.5673,0.4896,
3.084,23.837630559656986,20.999170479050409,16.518153275104218,16.014899538913312,,0.5673,0.4891,
3.088,23.872951283529403,20.969285432739653,16.493859998224995,16.039354942127140,,0.5674,0.4886,
3.092,23.911399155618362,20.931542474701160,16.464647616918221,16.064935405782130,,0.5674,0.4880,
3.096,23.953301978702171,20.887414173565233,16.432907564360494,16.089967283654758,,0.5674,0.4873,
3.1,23.996375725834874,20.839252310969222,16.400634952719415,16.113489292255522,,0.5674,0.4866,
3.104,24.038953408307659,20.788520334554960,16.367985036500116,16.135778229822790,,0.5675,0.4859,
3.108,24.077757692878400,20.737177680004528,16.335140400783850,16.157476805425979,,0.5675,0.4852,
3.112,24.109729552961653,20.686624602773705,16.302978515128757,16.178249848104819,,0.5675,0.4846,
3.116,24.134039155958718,20.636135228317755,16.271211919751785,16.196317772571490,,0.5674,0.4840,
3.12,24.148506714443883,20.584793450719388,16.240211077831820,16.210660382225285,,0.5674,0.4835,
3.124,24.152009599610189,20.533457661003556,16.212503906659837,16.220951896726419,,0.5673,0.4830,
3.128,24.145291468769251,20.484724156931442,16.191046961004815,16.226951002909452,,0.5671,0.4827,
3.132,24.127521383860120,20.440485397271900,16.177581873437259,16.228809134788840,,0.5669,0.4825,
3.136,24.096707624596171,20.401878764565350,16.171275300391457,16.226496164100062,,0.5666,0.4824,
3.14,24.049183237228441,20.371089685674047,16.172405829125648,16.218053968092640,,0.5663,0.4825,
3.144,23.981850945387677,20.351206009964312,16.185415162117430,16.200560159078837,,0.5659,0.4828,
3.148,23.897553885929899,20.344090138667127,16.213855084305280,16.174632349261628,,0.5655,0.4834,
3.152,23.798774736310854,20.351368333511793,16.258067223957497,16.140910505934258,,0.5650,0.4843,
3.156,23.683850891217624,20.375757639684636,16.316769899404004,16.097858507945723,,0.5645,0.4854,
3.1601000000238417,23.554438529904743,20.417107305042638,16.387833269692390,16.047607178398529,,0.5639,0.4868,
3.1641000000238417,23.411465242941908,20.474243176710608,16.471814943105691,15.992091355379799,,0.5633,0.4884,
3.1681000000238417,23.252848014772553,20.547743640485894,16.570907030960356,15.928943979580685,,0.5627,0.4902,
3.1721000000238417,23.081651710550119,20.637383738053273,16.682539037978785,15.856094466956076,,0.5621,0.4923,
3.1761000000238417,22.903732711301583,20.741854342188017,16.800872215462057,15.773800961569112,,0.5615,0.4946,
3.1801000000238417,22.718938701019241,20.861462299958642,16.925053544879674,15.681769074316644,,0.5610,0.4971,
3.1841000000238417,22.523426691278765,20.997124498528152,17.057822193285723,15.578596877160951,,0.5605,0.4998,
3.1881000000238418,22.318451547733289,21.145481470237442,17.197144375646683,15.466561354769251,,0.5601,0.5026,
3.1921000000238418,22.103606481032088,21.306885398997203,17.341761041692628,15.344806684785063,,0.5597,0.5057,
3.1961000000238418,21.874878640547593,21.486631924554210,17.494684423986318,15.208180494434764,,0.5593,0.5090,
3.2001000000238418,21.636652083695811,21.682654548309586,17.655313578599010,15.060419131664773,,0.5590,0.5125,
3.2041000000238418,21.393143828738182,21.895095190325385,17.823211352915465,14.905053774332014,,0.5588,0.5163,
3.2081000000238418,21.143357911478461,22.130306595678768,18.001117531544267,14.739655022265552,,0.5587,0.5202,
3.2121000000238418,20.894409863641670,22.385609063932542,18.186368974306419,14.569809506286941,,0.5586,0.5243,
3.2161000000238418,20.658406556386559,22.652848415906718,18.373057974910072,14.405775138591363,,0.5586,0.5283,
3.220100000023842,20.438738273589745,22.932874559330738,18.561503101724462,14.249650322945225,,0.5587,0.5323,
3.224100000023842,20.231919727106423,23.229986986341508,18.754868621611035,14.098350009141225,,0.5589,0.5362,
3.228100000023842,20.037711172403952,23.537741212218506,18.950509068299240,13.952604962638624,,0.5591,0.5401,
3.232100000023842,19.855554807477105,23.851252115778713,19.146222161515368,13.813593556689725,,0.5594,0.5440,
3.236100000023842,19.683465304289633,24.170992763672221,19.344018371949801,13.681667759606015,,0.5596,0.5477,
3.24,19.523080688911797,24.485469564459517,19.541220581263012,13.561725350316037,,0.5599,0.5513,
3.244,19.373147498023201,24.782583328083149,19.734558732310738,13.456846027933770,,0.5600,0.5546,
3.248,19.227729274681266,25.058790676693548,19.923783745334894,13.364269256226180,,0.5600,0.5577,
3.252,19.083602447600263,25.307346318762804,20.104438505139896,13.282360293839044,,0.5599,0.5606,
3.256,18.937394070199236,25.522438786500302,20.273269519917740,13.209980837415873,,0.5596,0.5633,
3.26,18.784374423161701,25.705310179369022,20.432253653698293,13.143171564688007,,0.5592,0.5658,
3.264,18.627369241982908,25.858840882996500,20.580967349866768,13.078777870130395,,0.5587,0.5681,
3.268,18.473368832869646,25.984580785407164,20.717338981523625,13.016576941521741,,0.5581,0.5703,
3.272,18.324646928539124,26.087159347563961,20.842728371204721,12.956352993770055,,0.5575,0.5723,
3.276,18.179579017886482,26.175400031949284,20.959830544108261,12.896148833700300,,0.5568,0.5742,
3.28,18.037213214607817,26.255451415850356,21.068795378275965,12.835101007893389,,0.5563,0.5760,
3.284,17.897767288850250,26.331592030704783,21.170804950352299,12.773088164421784,,0.5557,0.5778,
3.288,17.761989186022600,26.407031395195570,21.267882422364529,12.710601830806354,,0.5552,0.5795,
3.292,17.631872207817210,26.480052823785769,21.358251276588973,12.649865815303331,,0.5548,0.5812,
3.296,17.507015410604506,26.548529841156288,21.441320028100318,12.592024982882734,,0.5543,0.5828,
3.3,17.385742413270684,26.612103488108549,21.519934983166955,12.536837978781040,,0.5539,0.5843,
